-2.56,0,0
-2.68,0,0
-2.8,0,0
-2.92,0,0
-3.04,0,0
-3.16,0,0
-3.28,0,0
-3.4,0,0
-3.52,0,0
-3.64,0,0
-3.76,0,0
-3.88,0,0
-4,0,0
-4.12,0,0
-4.24,0,0
-4.36,0,0
-4.48,0,0
-4.6,0,0
-4.72,0,0
-4.84,0,0
-4.96,0,0
-5.08,0,0
-5.2,0,0
-5.32,0,0
-5.44,0,0
-5.56,0,0
-5.68,0,0
-5.8,0,0
-5.92,0,0
-6.04,0,0
-6.16,0,0
-6.28,0,0
-6.4,0,0
-6.52,0,0
-6.64,0,0
-6.76,0,0
-6.88,0,0
-7,0,0
-7.12,0,0
-7.24,0,0
-7.36,0,0
-7.48,0,0
-7.6,0,0
-7.72,0,0
-7.84,0,0
-7.96,0,0
-8.08,0,0
-8.2,0,0
-8.32,0,0
-8.44,0,0
-8.56,0,0
-8.68,0,0
-8.8,0,0
-8.92,0,0
-9.04,0,0
-9.16,0,0
-9.28,0,0
-9.4,0,0
-9.52,0,0
-9.64,0,0
-9.76,0,0
-9.88,0,0
-10,0,0
-10.12,0,0
-10.24,0,0
-10.36,0,0
-10.48,0,0
-10.6,0,0
-10.72,0,0
-10.84,0,0
-10.96,0,0
-11.08,0,0
-11.2,0,0
-11.32,0,0
-11.44,0,0
-11.56,0,0
-11.68,0,0
-11.8,0,0
-11.92,0,0
-12.04,0,0
-12.16,0,0
-12.28,0,0
-12.4,0,0
-12.52,0,0
-12.64,0,0
-12.76,0,0
-12.88,0,0
-13,0,0
-13.12,0,0
-13.24,0,0
-13.36,0,0
-13.48,0,0
-13.6,0,0
-13.72,0,0
-13.84,0,0
-13.96,0,0
-14.08,0,0
-14.2,0,0
-14.32,0,0
-14.44,0,0
2.05,0,0
2.15,0,0
2.25,0,0
2.35,0,0
2.45,0,0
2.55,0,0
2.65,0,0
2.75,0,0
2.85,0,0
2.95,0,0
3.05,0,0
3.15,0,0
3.25,0,0
